head,relation,tail,edge_key,weight
x27,State of,Stream 6,x27|State of|Stream 6,0.14525975287
x28::fall,State evidence of,x28,x28::fall|State evidence of|x28,0.740063548088
x28::high,State evidence of,x28,x28::high|State evidence of|x28,0.837370455265
x28::low,State evidence of,x28,x28::low|State evidence of|x28,0.853219270706
x28::rise,State evidence of,x28,x28::rise|State evidence of|x28,0.872904777527
x28,Has abnormal state,x28::fall,x28|Has abnormal state|x28::fall,1.09132480621
x28,Has abnormal state,x28::high,x28|Has abnormal state|x28::high,0.350119262934
x28,Has abnormal state,x28::low,x28|Has abnormal state|x28::low,1.62032198906
x28,Has abnormal state,x28::rise,x28|Has abnormal state|x28::rise,0.621001899242
x28,State of,F,x28|State of|F,0.497493624687
x28,State of,Stream 6,x28|State of|Stream 6,0.192725807428
x29::fall,State evidence of,x29,x29::fall|State evidence of|x29,0.772695839405
x29::high,State evidence of,x29,x29::high|State evidence of|x29,0.898974597454
x29::low,State evidence of,x29,x29::low|State evidence of|x29,0.782880485058
x29::rise,State evidence of,x29,x29::rise|State evidence of|x29,0.68417853117
x29,Has abnormal state,x29::fall,x29|Has abnormal state|x29::fall,0.792110145092
x29,Has abnormal state,x29::high,x29|Has abnormal state|x29::high,0.552797913551
x29,Has abnormal state,x29::low,x29|Has abnormal state|x29::low,1.73655545712
x29,Has abnormal state,x29::rise,x29|Has abnormal state|x29::rise,1.15438866615
x29,State of,A,x29|State of|A,0.273613959551
x29,State of,Stream 9,x29|State of|Stream 9,0.420219570398
x2::fall,State evidence of,x2,x2::fall|State evidence of|x2,0.604392051697
x2::high,State evidence of,x2,x2::high|State evidence of|x2,0.769877314568
x2::low,State evidence of,x2,x2::low|State evidence of|x2,0.508965849876
x2::rise,State evidence of,x2,x2::rise|State evidence of|x2,0.62702947855
x2,Has abnormal state,x2::fall,x2|Has abnormal state|x2::fall,0.654135286808
x2,Has abnormal state,x2::high,x2|Has abnormal state|x2::high,0.311643600464
x2,Has abnormal state,x2::low,x2|Has abnormal state|x2::low,0.702659726143
x2,Has abnormal state,x2::rise,x2|Has abnormal state|x2::rise,0.596830129623
x2,State of,Stream 2,x2|State of|Stream 2,1.22706830502
x30::fall,State evidence of,x30,x30::fall|State evidence of|x30,0.643456280231
x30::high,State evidence of,x30,x30::high|State evidence of|x30,0.777543246746
x30::low,State evidence of,x30,x30::low|State evidence of|x30,0.852313041687
x30::rise,State evidence of,x30,x30::rise|State evidence of|x30,0.628893256187
x30,Has abnormal state,x30::fall,x30|Has abnormal state|x30::fall,1.28619098663
x30,Has abnormal state,x30::high,x30|Has abnormal state|x30::high,0.984794557095
x30,Has abnormal state,x30::low,x30|Has abnormal state|x30::low,0.404889911413
x30,Has abnormal state,x30::rise,x30|Has abnormal state|x30::rise,1.31561207771
x30,State of,B,x30|State of|B,0.135072767735
x30,State of,Stream 9,x30|State of|Stream 9,0.6680149436
x31::fall,State evidence of,x31,x31::fall|State evidence of|x31,1.2904791832
x31::high,State evidence of,x31,x31::high|State evidence of|x31,1.34278273582
x31::low,State evidence of,x31,x31::low|State evidence of|x31,1.34678471088
x31::rise,State evidence of,x31,x31::rise|State evidence of|x31,1.3601218462
x31,Has abnormal state,x31::fall,x31|Has abnormal state|x31::fall,1.03021538258
x31,Has abnormal state,x31::high,x31|Has abnormal state|x31::high,0.452570408583
x31,Has abnormal state,x31::low,x31|Has abnormal state|x31::low,1.446595788
x31,Has abnormal state,x31::rise,x31|Has abnormal state|x31::rise,1.26794350147
x31,State of,C,x31|State of|C,0.51096868515
x31,State of,Stream 9,x31|State of|Stream 9,0.284887850285
x32::fall,State evidence of,x32,x32::fall|State evidence of|x32,0.803825557232
x32::high,State evidence of,x32,x32::high|State evidence of|x32,0.832122921944
x32::low,State evidence of,x32,x32::low|State evidence of|x32,0.83504652977
x32::rise,State evidence of,x32,x32::rise|State evidence of|x32,0.835386157036
x32,Has abnormal state,x32::fall,x32|Has abnormal state|x32::fall,0.877037346363
x32,Has abnormal state,x32::high,x32|Has abnormal state|x32::high,0.396040707827
x32,Has abnormal state,x32::low,x32|Has abnormal state|x32::low,0.793949186802
x32,Has abnormal state,x32::rise,x32|Has abnormal state|x32::rise,0.731190919876
x32,State of,D,x32|State of|D,0.788780212402
x32,State of,Stream 9,x32|State of|Stream 9,0.917522370815
x33::fall,State evidence of,x33,x33::fall|State evidence of|x33,1.81668651104
x33::high,State evidence of,x33,x33::high|State evidence of|x33,1.70719027519
x33::low,State evidence of,x33,x33::low|State evidence of|x33,1.21622216702
x33::rise,State evidence of,x33,x33::rise|State evidence of|x33,1.80957615376
x33,Has abnormal state,x33::fall,x33|Has abnormal state|x33::fall,1.85666286945
x33,Has abnormal state,x33::high,x33|Has abnormal state|x33::high,0.456188231707
x33,Has abnormal state,x33::low,x33|Has abnormal state|x33::low,1.26490819454
x33,Has abnormal state,x33::rise,x33|Has abnormal state|x33::rise,1.88881480694
x33,State of,E,x33|State of|E,1.082441926
x33,State of,Stream 9,x33|State of|Stream 9,0.164007693529
x34::fall,State evidence of,x34,x34::fall|State evidence of|x34,0.738585233688
x34::high,State evidence of,x34,x34::high|State evidence of|x34,0.328316479921
x34::low,State evidence of,x34,x34::low|State evidence of|x34,0.852179348469
x34::rise,State evidence of,x34,x34::rise|State evidence of|x34,0.643754541874
x34,Has abnormal state,x34::fall,x34|Has abnormal state|x34::fall,0.702987849712
x34,Has abnormal state,x34::high,x34|Has abnormal state|x34::high,1.37739360332
x34,Has abnormal state,x34::low,x34|Has abnormal state|x34::low,0.25441595912
x34,Has abnormal state,x34::rise,x34|Has abnormal state|x34::rise,0.931563556194
x34,State of,F,x34|State of|F,0.172547340393
x34,State of,Stream 9,x34|State of|Stream 9,0.296332061291
x35::fall,State evidence of,x35,x35::fall|State evidence of|x35,0.786376297474
x35::high,State evidence of,x35,x35::high|State evidence of|x35,0.0883565098047
x35::low,State evidence of,x35,x35::low|State evidence of|x35,0.878360152245
x35::rise,State evidence of,x35,x35::rise|State evidence of|x35,0.647739231586
x35,Has abnormal state,x35::fall,x35|Has abnormal state|x35::fall,1.34211862087
x35,Has abnormal state,x35::high,x35|Has abnormal state|x35::high,1.48143768311
x35,Has abnormal state,x35::low,x35|Has abnormal state|x35::low,0.989859044552
x35,Has abnormal state,x35::rise,x35|Has abnormal state|x35::rise,1.56408703327
x35,State of,G,x35|State of|G,0.422313123941
x35,State of,Stream 9,x35|State of|Stream 9,0.138476774096
x36::fall,State evidence of,x36,x36::fall|State evidence of|x36,0.963413059711
x36::high,State evidence of,x36,x36::high|State evidence of|x36,1.09130561352
x36::low,State evidence of,x36,x36::low|State evidence of|x36,0.967052638531
x36::rise,State evidence of,x36,x36::rise|State evidence of|x36,0.963535785675
x36,Has abnormal state,x36::fall,x36|Has abnormal state|x36::fall,0.857692658901
x36,Has abnormal state,x36::high,x36|Has abnormal state|x36::high,1.57223033905
x36,Has abnormal state,x36::low,x36|Has abnormal state|x36::low,0.130671799183
x36,Has abnormal state,x36::rise,x36|Has abnormal state|x36::rise,0.790359020233
x36,State of,H,x36|State of|H,0.832807481289
x36,State of,Stream 9,x36|State of|Stream 9,0.547857284546
x37::fall,State evidence of,x37,x37::fall|State evidence of|x37,0.968669056892
x37::high,State evidence of,x37,x37::high|State evidence of|x37,0.972567856312
x37::low,State evidence of,x37,x37::low|State evidence of|x37,0.984875023365
x37::rise,State evidence of,x37,x37::rise|State evidence of|x37,1.03658175468
x37,Has abnormal state,x37::fall,x37|Has abnormal state|x37::fall,0.677998304367
x37,Has abnormal state,x37::high,x37|Has abnormal state|x37::high,0.0966291800141
x37,Has abnormal state,x37::low,x37|Has abnormal state|x37::low,0.918902754784
x37,Has abnormal state,x37::rise,x37|Has abnormal state|x37::rise,1.44396686554
x37,State of,D,x37|State of|D,0.343097627163
x37,State of,Stream 11,x37|State of|Stream 11,1.14863491058
x38::fall,State evidence of,x38,x38::fall|State evidence of|x38,0.501248657703
x38::high,State evidence of,x38,x38::high|State evidence of|x38,0.594657719135
x38::low,State evidence of,x38,x38::low|State evidence of|x38,0.302091121674
x38::rise,State evidence of,x38,x38::rise|State evidence of|x38,0.608093798161
x38,Has abnormal state,x38::fall,x38|Has abnormal state|x38::fall,1.03796732426
x38,Has abnormal state,x38::high,x38|Has abnormal state|x38::high,1.4687898159
x38,Has abnormal state,x38::low,x38|Has abnormal state|x38::low,1.18603312969
x38,Has abnormal state,x38::rise,x38|Has abnormal state|x38::rise,0.570193707943
x38,State of,E,x38|State of|E,1.09541809559
x38,State of,Stream 11,x38|State of|Stream 11,0.0997444614768
x39::fall,State evidence of,x39,x39::fall|State evidence of|x39,0.243801474571
x39::high,State evidence of,x39,x39::high|State evidence of|x39,0.0819568186998
x39::low,State evidence of,x39,x39::low|State evidence of|x39,0.145745530725
x39::rise,State evidence of,x39,x39::rise|State evidence of|x39,0.374677598476
x39,Has abnormal state,x39::fall,x39|Has abnormal state|x39::fall,0.79423481226
x39,Has abnormal state,x39::high,x39|Has abnormal state|x39::high,1.9354583025
x39,Has abnormal state,x39::low,x39|Has abnormal state|x39::low,0.432122081518
x39,Has abnormal state,x39::rise,x39|Has abnormal state|x39::rise,0.494861543179
x39,State of,F,x39|State of|F,0.0479270927608
x39,State of,Stream 11,x39|State of|Stream 11,0.0524855069816
x3::fall,State evidence of,x3,x3::fall|State evidence of|x3,0.995948374271
x3::high,State evidence of,x3,x3::high|State evidence of|x3,0.995607674122
x3::low,State evidence of,x3,x3::low|State evidence of|x3,0.993254899979
x3::rise,State evidence of,x3,x3::rise|State evidence of|x3,0.995624244213
x3,Has abnormal state,x3::fall,x3|Has abnormal state|x3::fall,0.993960499763
x3,Has abnormal state,x3::high,x3|Has abnormal state|x3::high,0.985895335674
x3,Has abnormal state,x3::low,x3|Has abnormal state|x3::low,0.957661569118
x3,Has abnormal state,x3::rise,x3|Has abnormal state|x3::rise,0.999349296093
x3,State of,Stream 3,x3|State of|Stream 3,0.900611996651
x40::fall,State evidence of,x40,x40::fall|State evidence of|x40,1.403393507
x40::high,State evidence of,x40,x40::high|State evidence of|x40,1.18554031849
x40::low,State evidence of,x40,x40::low|State evidence of|x40,1.29464697838
x40::rise,State evidence of,x40,x40::rise|State evidence of|x40,1.39674091339
x40,Has abnormal state,x40::fall,x40|Has abnormal state|x40::fall,1.74051988125
x40,Has abnormal state,x40::high,x40|Has abnormal state|x40::high,0.323748916388
x40,Has abnormal state,x40::low,x40|Has abnormal state|x40::low,0.296611279249
x40,Has abnormal state,x40::rise,x40|Has abnormal state|x40::rise,1.58509814739
x40,State of,G,x40|State of|G,1.80416059494
x40,State of,Stream 11,x40|State of|Stream 11,0.0972466915846
x41::fall,State evidence of,x41,x41::fall|State evidence of|x41,0.635071277618
x41::high,State evidence of,x41,x41::high|State evidence of|x41,0.865456342697
x41::low,State evidence of,x41,x41::low|State evidence of|x41,0.459431350231
x41::rise,State evidence of,x41,x41::rise|State evidence of|x41,0.711885273457
x41,Has abnormal state,x41::fall,x41|Has abnormal state|x41::fall,1.06893956661
x41,Has abnormal state,x41::high,x41|Has abnormal state|x41::high,0.194514870644
x41,Has abnormal state,x41::low,x41|Has abnormal state|x41::low,0.920030295849
x41,Has abnormal state,x41::rise,x41|Has abnormal state|x41::rise,0.586084604263
x41,State of,H,x41|State of|H,1.05284190178
x41,State of,Stream 11,x41|State of|Stream 11,0.47054579854
x42::fall,State evidence of,x42,x42::fall|State evidence of|x42,0.550168633461
x42::high,State evidence of,x42,x42::high|State evidence of|x42,0.772504389286
x42::low,State evidence of,x42,x42::low|State evidence of|x42,0.549232542515
x42::rise,State evidence of,x42,x42::rise|State evidence of|x42,0.602892935276
x42,Has abnormal state,x42::fall,x42|Has abnormal state|x42::fall,0.636336505413
x42,Has abnormal state,x42::high,x42|Has abnormal state|x42::high,0.170262426138
x42,Has abnormal state,x42::low,x42|Has abnormal state|x42::low,0.866250455379
x42,Has abnormal state,x42::rise,x42|Has abnormal state|x42::rise,0.478144168854
x42,State of,Stream 2,x42|State of|Stream 2,1.31735408306
x43::fall,State evidence of,x43,x43::fall|State evidence of|x43,0.997694551945
x43::high,State evidence of,x43,x43::high|State evidence of|x43,0.997478663921
x43::low,State evidence of,x43,x43::low|State evidence of|x43,0.995223581791
x43::rise,State evidence of,x43,x43::rise|State evidence of|x43,0.99747723341
x43,Has abnormal state,x43::fall,x43|Has abnormal state|x43::fall,0.996676087379
x43,Has abnormal state,x43::high,x43|Has abnormal state|x43::high,1.01331722736
x43,Has abnormal state,x43::low,x43|Has abnormal state|x43::low,0.939114749432
x43,Has abnormal state,x43::rise,x43|Has abnormal state|x43::rise,0.999127924442
x43,State of,Stream 3,x43|State of|Stream 3,0.900611758232
x44::fall,State evidence of,x44,x44::fall|State evidence of|x44,0.971584916115
x44::high,State evidence of,x44,x44::high|State evidence of|x44,0.557651281357
x44::low,State evidence of,x44,x44::low|State evidence of|x44,0.978618919849
x44::rise,State evidence of,x44,x44::rise|State evidence of|x44,0.929576575756
x44,Has abnormal state,x44::fall,x44|Has abnormal state|x44::fall,0.542740702629
x44,Has abnormal state,x44::high,x44|Has abnormal state|x44::high,0.826554059982
x44,Has abnormal state,x44::low,x44|Has abnormal state|x44::low,0.336196154356
x44,Has abnormal state,x44::rise,x44|Has abnormal state|x44::rise,0.576704859734
x44,State of,Stream 1,x44|State of|Stream 1,1.22958898544
x45::fall,State evidence of,x45,x45::fall|State evidence of|x45,0.331266522408
x45::high,State evidence of,x45,x45::high|State evidence of|x45,0.925178587437
x45::low,State evidence of,x45,x45::low|State evidence of|x45,0.331103861332
x45::rise,State evidence of,x45,x45::rise|State evidence of|x45,0.314472854137
x45,Has abnormal state,x45::fall,x45|Has abnormal state|x45::fall,0.249325960875
x45,Has abnormal state,x45::high,x45|Has abnormal state|x45::high,0.862189948559
x45,Has abnormal state,x45::low,x45|Has abnormal state|x45::low,1.01345348358
x45,Has abnormal state,x45::rise,x45|Has abnormal state|x45::rise,0.304467886686
x45,State of,Stream 4,x45|State of|Stream 4,1.3186224699
x46::fall,State evidence of,x46,x46::fall|State evidence of|x46,1.06500601768
x46::high,State evidence of,x46,x46::high|State evidence of|x46,1.18572580814
x46::low,State evidence of,x46,x46::low|State evidence of|x46,1.27525281906
x46::rise,State evidence of,x46,x46::rise|State evidence of|x46,0.928722321987
x46,Has abnormal state,x46::fall,x46|Has abnormal state|x46::fall,0.399999082088
x46,Has abnormal state,x46::high,x46|Has abnormal state|x46::high,0.291235178709
x46,Has abnormal state,x46::low,x46|Has abnormal state|x46::low,1.56915676594
x46,Has abnormal state,x46::rise,x46|Has abnormal state|x46::rise,0.266457587481
x46,State of,Compressor,x46|State of|Compressor,0.753200232983
x46,State of,Stream 8,x46|State of|Stream 8,1.42074000835
x47::fall,State evidence of,x47,x47::fall|State evidence of|x47,1.06214535236
x47::high,State evidence of,x47,x47::high|State evidence of|x47,1.12704861164
x47::low,State evidence of,x47,x47::low|State evidence of|x47,0.952634096146
x47::rise,State evidence of,x47,x47::rise|State evidence of|x47,1.04733181
x47,Has abnormal state,x47::fall,x47|Has abnormal state|x47::fall,1.15702867508
x47,Has abnormal state,x47::high,x47|Has abnormal state|x47::high,0.354153692722
x47,Has abnormal state,x47::low,x47|Has abnormal state|x47::low,1.16460633278
x47,Has abnormal state,x47::rise,x47|Has abnormal state|x47::rise,1.08138632774
x47,State of,Stream 9,x47|State of|Stream 9,0.695324540138
x48::fall,State evidence of,x48,x48::fall|State evidence of|x48,0.684093296528
x48::high,State evidence of,x48,x48::high|State evidence of|x48,0.896503090858
x48::low,State evidence of,x48,x48::low|State evidence of|x48,0.945879161358
x48::rise,State evidence of,x48,x48::rise|State evidence of|x48,0.758625030518
x48,Has abnormal state,x48::fall,x48|Has abnormal state|x48::fall,0.928427696228
x48,Has abnormal state,x48::high,x48|Has abnormal state|x48::high,0.417591899633
x48,Has abnormal state,x48::low,x48|Has abnormal state|x48::low,0.216306641698
x48,Has abnormal state,x48::rise,x48|Has abnormal state|x48::rise,0.774456977844
x48,State of,Separator,x48|State of|Separator,1.15648818016
x48,State of,Stream 10,x48|State of|Stream 10,1.62278544903
x49::fall,State evidence of,x49,x49::fall|State evidence of|x49,0.775794029236
x49::high,State evidence of,x49,x49::high|State evidence of|x49,0.654863655567
x49::low,State evidence of,x49,x49::low|State evidence of|x49,0.830134689808
x49::rise,State evidence of,x49,x49::rise|State evidence of|x49,0.763415753841
x49,Has abnormal state,x49::fall,x49|Has abnormal state|x49::fall,0.70718318224
x49,Has abnormal state,x49::high,x49|Has abnormal state|x49::high,1.15401637554
x49,Has abnormal state,x49::low,x49|Has abnormal state|x49::low,0.472292542458
x49,Has abnormal state,x49::rise,x49|Has abnormal state|x49::rise,0.735809087753
x49,State of,Stream 11,x49|State of|Stream 11,0.638784766197
x49,State of,Stripper,x49|State of|Stripper,0.515674889088
x4::fall,State evidence of,x4,x4::fall|State evidence of|x4,0.605875015259
x4::high,State evidence of,x4,x4::high|State evidence of|x4,0.725536644459
x4::low,State evidence of,x4,x4::low|State evidence of|x4,0.48345503211
x4::rise,State evidence of,x4,x4::rise|State evidence of|x4,0.597578465939
x4,Has abnormal state,x4::fall,x4|Has abnormal state|x4::fall,0.407894819975
x4,Has abnormal state,x4::high,x4|Has abnormal state|x4::high,0.20821069181
x4,Has abnormal state,x4::low,x4|Has abnormal state|x4::low,1.40145409107
x4,Has abnormal state,x4::rise,x4|Has abnormal state|x4::rise,0.408635169268
x4,State of,Stream 4,x4|State of|Stream 4,1.25685286522
x50::fall,State evidence of,x50,x50::fall|State evidence of|x50,1.51555037498
x50::high,State evidence of,x50,x50::high|State evidence of|x50,1.45529723167
x50::low,State evidence of,x50,x50::low|State evidence of|x50,1.55721020699
x50::rise,State evidence of,x50,x50::rise|State evidence of|x50,1.44733381271
x50,Has abnormal state,x50::fall,x50|Has abnormal state|x50::fall,1.35880684853
x50,Has abnormal state,x50::high,x50|Has abnormal state|x50::high,0.203885793686
x50,Has abnormal state,x50::low,x50|Has abnormal state|x50::low,0.0615721382201
x50,Has abnormal state,x50::rise,x50|Has abnormal state|x50::rise,0.470592617989
x50,State of,Stripper,x50|State of|Stripper,1.13654005527
x50,State of,Stripper Steam,x50|State of|Stripper Steam,0.0622563883662
x51::fall,State evidence of,x51,x51::fall|State evidence of|x51,0.98592621088
x51::high,State evidence of,x51,x51::high|State evidence of|x51,0.679076254368
x51::low,State evidence of,x51,x51::low|State evidence of|x51,0.908063530922
x51::rise,State evidence of,x51,x51::rise|State evidence of|x51,0.945022344589
x51,Has abnormal state,x51::fall,x51|Has abnormal state|x51::fall,0.475929260254
x51,Has abnormal state,x51::high,x51|Has abnormal state|x51::high,1.03738355637
x51,Has abnormal state,x51::low,x51|Has abnormal state|x51::low,0.549474060535
x51,Has abnormal state,x51::rise,x51|Has abnormal state|x51::rise,0.646340727806
x51,State of,Reactor,x51|State of|Reactor,0.336632996798
x51,State of,Stream 12,x51|State of|Stream 12,1.58739066124
x52::fall,State evidence of,x52,x52::fall|State evidence of|x52,0.365712404251
x52::high,State evidence of,x52,x52::high|State evidence of|x52,0.221828237176
x52::low,State evidence of,x52,x52::low|State evidence of|x52,0.709436833858
x52::rise,State evidence of,x52,x52::rise|State evidence of|x52,0.359590053558
x52,Has abnormal state,x52::fall,x52|Has abnormal state|x52::fall,0.392829447985
x52,Has abnormal state,x52::high,x52|Has abnormal state|x52::high,1.138692379
x52,Has abnormal state,x52::low,x52|Has abnormal state|x52::low,0.116313487291
x52,Has abnormal state,x52::rise,x52|Has abnormal state|x52::rise,0.405596196651
x52,State of,Condenser,x52|State of|Condenser,1.27944946289
x52,State of,Stream 13,x52|State of|Stream 13,0.123259648681
x5::fall,State evidence of,x5,x5::fall|State evidence of|x5,0.308145701885
x5::high,State evidence of,x5,x5::high|State evidence of|x5,0.275056988001
x5::low,State evidence of,x5,x5::low|State evidence of|x5,0.338179379702
x5::rise,State evidence of,x5,x5::rise|State evidence of|x5,0.288652837276
x5,Has abnormal state,x5::fall,x5|Has abnormal state|x5::fall,0.341549098492
x5,Has abnormal state,x5::high,x5|Has abnormal state|x5::high,0.426304906607
x5,Has abnormal state,x5::low,x5|Has abnormal state|x5::low,0.237248942256
x5,Has abnormal state,x5::rise,x5|Has abnormal state|x5::rise,0.366628557444
x5,State of,Stream 8,x5|State of|Stream 8,1.31953203678
x6::fall,State evidence of,x6,x6::fall|State evidence of|x6,0.895756959915
x6::high,State evidence of,x6,x6::high|State evidence of|x6,0.675682902336
x6::low,State evidence of,x6,x6::low|State evidence of|x6,0.936897695065
x6::rise,State evidence of,x6,x6::rise|State evidence of|x6,0.92295897007
x6,Has abnormal state,x6::fall,x6|Has abnormal state|x6::fall,1.09470355511
x6,Has abnormal state,x6::high,x6|Has abnormal state|x6::high,1.28242254257
x6,Has abnormal state,x6::low,x6|Has abnormal state|x6::low,0.687178134918
x6,Has abnormal state,x6::rise,x6|Has abnormal state|x6::rise,0.855692327023
x6,State of,Stream 6,x6|State of|Stream 6,0.349181413651
x7::fall,State evidence of,x7,x7::fall|State evidence of|x7,0.245276868343
x7::high,State evidence of,x7,x7::high|State evidence of|x7,0.667069792747
x7::low,State evidence of,x7,x7::low|State evidence of|x7,0.027280472219
x7::rise,State evidence of,x7,x7::rise|State evidence of|x7,0.865748882294
x7,Has abnormal state,x7::fall,x7|Has abnormal state|x7::fall,1.20476961136
x7,Has abnormal state,x7::high,x7|Has abnormal state|x7::high,0.131679281592
x7,Has abnormal state,x7::low,x7|Has abnormal state|x7::low,1.95918500423
x7,Has abnormal state,x7::rise,x7|Has abnormal state|x7::rise,0.265622466803
x7,State of,Reactor,x7|State of|Reactor,0.187197849154
x8::fall,State evidence of,x8,x8::fall|State evidence of|x8,0.924873292446
x8::high,State evidence of,x8,x8::high|State evidence of|x8,0.936295747757
x8::low,State evidence of,x8,x8::low|State evidence of|x8,0.916995823383
x8::rise,State evidence of,x8,x8::rise|State evidence of|x8,0.916872560978
x8,Has abnormal state,x8::fall,x8|Has abnormal state|x8::fall,0.886874377728
x8,Has abnormal state,x8::high,x8|Has abnormal state|x8::high,0.639961540699
x8,Has abnormal state,x8::low,x8|Has abnormal state|x8::low,0.930271327496
x8,Has abnormal state,x8::rise,x8|Has abnormal state|x8::rise,0.942943036556
x8,State of,Reactor,x8|State of|Reactor,0.607440233231
x9::fall,State evidence of,x9,x9::fall|State evidence of|x9,0.13293890655
x9::high,State evidence of,x9,x9::high|State evidence of|x9,0.349491357803
x9::low,State evidence of,x9,x9::low|State evidence of|x9,0.112077437341
x9::rise,State evidence of,x9,x9::rise|State evidence of|x9,0.112398386002
x9,Has abnormal state,x9::fall,x9|Has abnormal state|x9::fall,0.951003849506
x9,Has abnormal state,x9::high,x9|Has abnormal state|x9::high,0.727372169495
x9,Has abnormal state,x9::low,x9|Has abnormal state|x9::low,1.08126020432
x9,Has abnormal state,x9::rise,x9|Has abnormal state|x9::rise,1.09561157227
x9,State of,Reactor,x9|State of|Reactor,1.4679299593
