source,target,relation,relation_zh,evidence,source_doc,source_url,count,weight,color
work_order:JS202301150016,elevator:31103202812014030111,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301150181,elevator:31303205832010120123,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301150187,elevator:30103205812009063576,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301160012,elevator:31103203022012010011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301170127,elevator:30103205812009063576,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301200098,elevator:30133205822015070009,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301200110,elevator:31103208032018110064,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301210002,elevator:31103203212019020004,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301220053,elevator:31103202042009040332,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301240006,elevator:31103201062012070011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301240055,elevator:31103207222016070006,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301250179,elevator:30103205062012070047,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301260097,elevator:31103202042016010017,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301270151,elevator:31103208042018120017,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301290142,elevator:31103208302019090009,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202301300132,elevator:30103205822018080015,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302010001,elevator:31103202042016010017,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302010013,elevator:31103202032009030189,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302010034,elevator:31703203822004041402,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302010036,elevator:31103203222018010119,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302010093,elevator:30133205072007114015,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302020041,elevator:30103205062007090029,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302020067,elevator:31103202132017020059,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302040080,elevator:31503205832009090047,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302060105,elevator:30103205062010060014,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302070058,elevator:31103202922013070002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302090055,elevator:31103202042010010049,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302100052,elevator:32103205832009110152,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302110011,elevator:31103203032017100100,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302110031,elevator:30103201142006019943,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302110043,elevator:31103202922012120030,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302110058,elevator:31103203032017100100,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302110103,elevator:31103202112008120106,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302120001,elevator:31103201062014090007,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302130039,elevator:31103203112016081467,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302130041,elevator:32103202042010090002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302140058,elevator:31103201042017100044,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302170100,elevator:31103205832012060095,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302180053,elevator:31103202922012120030,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302210031,elevator:32103202042010090002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302240044,elevator:30103205942011060030,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302240070,elevator:31103209022013080002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302260109,elevator:30133205042008120007,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302270068,elevator:31103202922012120030,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202302270112,elevator:30133205082015060001,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303030034,elevator:30103202052001111024,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303030039,elevator:31103209022013080002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303040033,elevator:31103203062019070002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303060009,elevator:3110320111200812J355,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303070005,elevator:31103202042016010017,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303080133,elevator:31103205812012120119,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303090017,elevator:30123202822004120001,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303090020,elevator:31103202922013070002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303090024,elevator:30103205912010080010,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303090030,elevator:30103205912010080010,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303090142,elevator:30133205082015060001,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303100018,elevator:30133205912006080006,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303100110,elevator:30133205082015060001,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303100119,elevator:32103205832009110152,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303100124,elevator:30133205812005071309,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303110080,elevator:31103202112008120106,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303140145,elevator:31103205812012120119,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303160133,elevator:31103205832012060095,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303180044,elevator:31103202042016010017,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303180104,elevator:30103205042013010035,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303180114,elevator:31103205832017090015,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303180116,elevator:32103205832009110152,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303230017,elevator:31103202922013070002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303230035,elevator:31103205832015030295,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303270016,elevator:31303203022014081061,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303270109,elevator:31103205832015030295,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303280039,elevator:30103205062010060014,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303280058,elevator:30133205082015060001,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303280073,elevator:31103202042010010049,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303290004,elevator:31703203822004041402,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303290047,elevator:31103203232017060011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202303300039,elevator:30103205942011110051,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304010006,elevator:31103209022013080002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304030065,elevator:30123202822004120001,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304030071,elevator:31103202112008120106,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304030082,elevator:30123202822004120001,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304060014,elevator:31103203062019070002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304060018,elevator:31103202922013070002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304060061,elevator:31303203022014081061,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304060096,elevator:30103205812011085380,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304070116,elevator:30133205812005071309,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304080018,elevator:31103203112016081467,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304080020,elevator:31303203022014081061,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304080108,elevator:30133205822015070005,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304090124,elevator:30103205812011085380,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304100043,elevator:31103202042016010017,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304100048,elevator:31103205832012060100,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304100136,elevator:31103205832011080118,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304120005,elevator:31303202022010050004,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304120015,elevator:30103202052001111024,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304130137,elevator:30133205812004111017,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304140066,elevator:30103202052001111024,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304150026,elevator:31103203032011121160,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304150138,elevator:30133205812005071309,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304160105,elevator:30103205942018030022,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304160127,elevator:30133205812006071773,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304180060,elevator:30133205912017100005,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304200013,elevator:30133211912011100020,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304200069,elevator:31103202042015020001,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304200075,elevator:30103202042005100059,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304230020,elevator:31103202042015020001,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304250110,elevator:32103205832009110152,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304290143,elevator:30103205942018030022,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202304300025,elevator:31103203062019070002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305010071,elevator:31103202112008120106,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305020140,elevator:30133205042008120007,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305030039,elevator:31103203062019070002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305040009,elevator:31103202062019030002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305040013,elevator:31103202042009040332,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305040029,elevator:31303203022014081061,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305040193,elevator:31103205832017090015,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305050026,elevator:31103202922013060017,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305050045,elevator:31103203232017060011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305060096,elevator:31303203022014081061,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305060116,elevator:31103208002010010011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305070015,elevator:31303203022014081061,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305080059,elevator:30103205942010040104,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305080082,elevator:31103213002009070004,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305090010,elevator:31103203112015040408,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305100068,elevator:30103205942018030022,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305100113,elevator:30103205032005040034,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305110015,elevator:31103208002013070066,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305120018,elevator:31103203112015040408,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305120066,elevator:31703203822004041402,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305130020,elevator:31103203822015073200,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305130048,elevator:31103202112009080010,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305140165,elevator:30103205812009013401,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305160028,elevator:30133205912006080006,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305160045,elevator:31103202042010010049,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305160097,elevator:31103201152013010035,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305170050,elevator:31103206812016064005,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305170069,elevator:31103206812016064005,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305190029,elevator:32103205832009110152,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305200111,elevator:31703201032014060002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305220023,elevator:31103202922013060017,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305220059,elevator:31103202922014080056,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305230041,elevator:31103209022013080002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305230071,elevator:31103203032017100100,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305230119,elevator:30133205812009063609,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305250043,elevator:31103205832012060100,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305250100,elevator:31103202922014010043,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305260067,elevator:31103213002009070004,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305260097,elevator:31103205832008100037,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305270005,elevator:311032038120200400008,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305280020,elevator:30133211912011100020,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305280204,elevator:31103205832008100037,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305280211,elevator:30133205812005071309,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305290135,elevator:31103203232017060011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305290178,elevator:31103201062012070011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305300058,elevator:31103202042010010049,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305300064,elevator:31103203822015073200,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305310035,elevator:31103202132017110005,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305310063,elevator:31103202922014010067,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202305310138,elevator:30103205812008012787,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306020069,elevator:31103203232017060011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306030022,elevator:30103202012006100014,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306030051,elevator:31103207222016070006,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306030133,elevator:31103205832012060099,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306060007,elevator:31103203112016081467,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306060100,elevator:31103208912016030055,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306060121,elevator:30103205812008012787,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306070120,elevator:30133205812005071309,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306100068,elevator:31103203232017060011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306110040,elevator:31103203112007120537,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306130061,elevator:31103205832012060099,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306140020,elevator:31103202812014030111,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306150076,elevator:31103209022013080002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306150143,elevator:30133205822015070009,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306160112,elevator:311032038120200400008,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306170071,elevator:31103209022013080002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306170145,elevator:31103205832012060095,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306180067,elevator:31103203112010090719,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306180153,elevator:31103205812019100002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306180154,elevator:30133205812008052938,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306180155,elevator:31103205812019100002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306190062,elevator:31103202922013060017,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306210116,elevator:31103201152013010035,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306210149,elevator:31103207032014110373,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306210189,elevator:31103205812019100002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306240087,elevator:31103201152013010035,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306250038,elevator:31103203822015073200,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306260024,elevator:31103202812014030111,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306260109,elevator:31103201152013010005,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306260137,elevator:31103209022013080002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306260149,elevator:32003201152017040007,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306270034,elevator:31103203822015073200,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202306280026,elevator:31103201152013010032,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307020035,elevator:31103203032011121160,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307030046,elevator:31103203212019020004,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307030106,elevator:31003201152016080124,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307030196,elevator:30103205822015100027,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307040136,elevator:31703201032014060002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307060198,elevator:30103205062007114002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307070038,elevator:30133206002007040006,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307070113,elevator:31303203022014081061,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307070116,elevator:31703203822004041402,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307080011,elevator:31103203242017060044,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307080124,elevator:31103203112014111525,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307080208,elevator:30103205812009013401,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307090043,elevator:31103213222015040003,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307100047,elevator:31103201152009050004,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307100132,elevator:31103201152013010035,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307100142,elevator:31103203062015111594,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307100192,elevator:31103208002013070066,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307110082,elevator:31103201152013010035,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307110099,elevator:31103201152013010035,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307110120,elevator:31103203112014111525,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307110130,elevator:31103201152009050004,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307120035,elevator:31103202922014080056,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307120060,elevator:31103202032009030189,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307120137,elevator:31103202042016010017,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307120170,elevator:31003201002009030062,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307120189,elevator:30133205812011024862,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307130102,elevator:31103202922015070038,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307140184,elevator:31103208002008080004,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307170111,elevator:31103201152013010032,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307170179,elevator:31103205812015110105,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307180047,elevator:31103213222015040003,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307180065,elevator:31103203032011121160,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307190001,elevator:31103203112016081467,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307200124,elevator:31103201152013010032,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307230186,elevator:30133205812009063609,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307250008,elevator:31103203112016081467,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307270093,elevator:30103206002009050040,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307270110,elevator:31103202922014010067,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307280016,elevator:31103203062019030028,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307280029,elevator:31103203062019030028,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307280043,elevator:31103203062019030028,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307280144,elevator:30103202052001111024,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307290089,elevator:31103203232017060011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307290127,elevator:31103203232017060011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307300022,elevator:31103201152013010035,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307300082,elevator:31103201152013010032,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307300110,elevator:31103202112009080010,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202307310173,elevator:30133205812011024862,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308010051,elevator:31003201002009030062,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308020033,elevator:31003201152016080124,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308040066,elevator:31103203022012010011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308040075,elevator:31103209022013080002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308040101,elevator:31103201152013010035,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308040111,elevator:31103203232017060011,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308060030,elevator:31103206812016064002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308060076,elevator:30103202012002010400,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308060178,elevator:31103205832012060099,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308070110,elevator:311032038120200400008,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308080059,elevator:31103205832017090015,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308090123,elevator:31103202052017120002,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
work_order:JS202308100042,elevator:31103202922014080056,REPORTED_ON,报修对象,,local:xlsx,,1,1,#64748b
